,Rule_0,Rule_1,Rule_2,Rule_3,Rule_4,Rule_5,Rule_6,Rule_7,Rule_8,Rule_9,Rule_10,Rule_11,Rule_12,Rule_13,Rule_14,Rule_15,Rule_16,Rule_17,Rule_18,Rule_19,Rule_20,Recency,Frequency,Monetary,Cluster
014320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1045576407506703,0.0014577259475218659,0.00014808603328730316,1
014321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053619302949061656,0.0058309037900874635,0.0004265670552375341,3
014323,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.6112600536193029,0.0014577259475218659,0.0002635304987614434,4
014326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.292225201072386,0.0,5.4394456708141935e-05,1
014327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868632707774799,0.0,7.55600910097806e-05,1
014329,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1,0.08579088471849866,0.008746355685131194,0.0018036790766204525,0
014331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6595174262734584,0.0014577259475218659,0.00020644445850049185,3
014332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11796246648793565,0.002915451895043732,0.00013423661246102862,3
014333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35924932975871315,0.0,0.00029553587409848775,3
014334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.08579088471849866,0.01020408163265306,0.0013043413896915042,6
014336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.08579088471849866,0.004373177842565598,0.00035526456002947044,6
014338,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.8579088471849866,0.0014577259475218659,0.0002762298793424266,4
014339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2975871313672922,0.0,6.922263518998359e-05,1
014340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1689008042895443,0.0,4.264936484133666e-05,1
014341,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.2359249329758713,0.01020408163265306,0.0008057133020628419,0
014342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10723860589812333,0.004373177842565598,0.00014811050222869235,3
014344,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.675603217158177,0.01020408163265306,0.000733701207554492,4
014345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2037533512064343,0.0,5.0821991265321996e-05,3
014346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6434316353887399,0.0014577259475218659,0.0006752693755171358,3
014348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388739946380697,0.0,0.00013005242348347924,1
014349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482573726541555,0.0,0.00017551571658457133,3
014350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4638069705093835,0.0,0.0001002981907542392,1
014351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8793565683646113,0.0,9.983328086784483e-06,1
014352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8364611260053619,0.004373177842565598,0.00044418469303774197,1
014353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1474530831099197,0.0,1.9648559935509653e-05,1
014354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02680965147453083,0.0014577259475218659,2.684242870392789e-05,3
014355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9571045576407506,0.0,7.629415925145593e-05,1
014356,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.42359249329758714,0.0014577259475218659,0.000314719524147603,4
014357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.225201072386059,0.0,0.00019523768334424852,3
014359,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0.09651474530831099,0.002915451895043732,0.000527501438467892,4
014360,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.16621983914209115,0.004373177842565598,0.0008947802487194487,4
014362,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.11260053619302948,0.0,0.00023318901143886306,4
014364,1,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0.579088471849866,0.01020408163265306,0.0005104955242024135,2
014367,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0.03753351206434316,0.021865889212827987,0.00407141162668666,0
014368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.710455764075067,0.0,0.00011948184080335449,1
014371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5764075067024128,0.0,3.653212949404224e-05,1
014373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9142091152815013,0.0,0.00011336460545606008,1
014375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9865951742627346,0.0,0.00034440035005267545,1
014377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0187667560321716,0.0014577259475218659,0.0002458639230784571,1
014379,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0.23056300268096513,0.0014577259475218659,0.0002429031811703666,6
014381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2734584450402145,0.0,0.00022264289770012748,3
014382,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13404825737265416,0.0,0.0005158786913080326,2
014383,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.19839142091152814,0.002915451895043732,0.0004797380648762171,2
014385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.04289544235924933,0.002915451895043732,5.495724236009302e-05,3
014386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5871313672922251,0.0,6.613954857494721e-05,1
014387,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0.17158176943699732,0.002915451895043732,0.001158188402773946,4
014388,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0.0482573726541555,0.01020408163265306,0.0012366358288676497,0
014389,1,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.34316353887399464,0.0014577259475218659,0.00023448586533248946,0
014390,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,0.0482573726541555,0.011661807580174927,0.0021549062613207084,0
014393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1635388739946382,0.0,6.552782504021777e-05,1
014395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005361930294906166,0.011661807580174927,0.002386455853686497,3
014396,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34316353887399464,0.0014577259475218659,0.0004688004480752547,3
014397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010723860589812333,0.026239067055393583,0.0004421537709024403,3
014400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7935656836461126,0.0,0.00010582817150819337,1
014401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160857908847185,0.01749271137026239,0.0006228813720029065,3
014403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6916890080428955,0.004373177842565598,0.0003056170779508289,3
014404,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0.1769436997319035,0.00728862973760933,0.0007723376660080036,5
014406,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6327077747989276,0.0,7.387173405392734e-05,3
014407,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5683646112600537,0.00728862973760933,0.0006339168645694256,2
014408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053619302949061656,0.008746355685131194,0.0004950800911272316,3
014409,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0.37533512064343166,0.00728862973760933,0.0003701416763940904,0
014410,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0.4879356568364611,0.011661807580174927,0.0011216073353971256,6
014411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6621983914209115,0.0,0.00027963106219552224,1
014412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225201072386059,0.0014577259475218659,0.00024204676822174538,3
014413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.935656836461126,0.0,0.00015753104466352573,1
014414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4879356568364611,0.008746355685131194,0.00021664800705977895,3
014415,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0.0,0.01749271137026239,0.0042597980064419385,0
014416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11260053619302948,0.0014577259475218659,5.674347508150299e-05,3
014418,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0160857908847185,0.002915451895043732,0.0006490876082307157,3
014419,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0.053619302949061656,0.00728862973760933,0.0012618388384985026,2
014420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5254691689008043,0.0,0.00010825059670572195,3
014421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3002680965147453,0.0014577259475218659,0.000173680545980383,3
014422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,0.00728862973760933,0.0015261278744430106,6
014423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1635388739946382,0.0,1.4143048122944684e-05,1
014424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09115281501340483,0.0,1.6002687668522186e-05,3
014426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12332439678284182,0.013119533527696792,0.0017898785936769563,3
014427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26273458445040215,0.0014577259475218659,8.22401120090261e-05,3
014428,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.03217158176943699,0.0058309037900874635,0.00147288345798016,3
014431,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1.6193029490616622,0.0,0.00019467489769229744,4
014432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482573726541555,0.00728862973760933,0.001355677228725999,3
014434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.11260053619302948,0.00728862973760933,0.000130297112897371,6
014436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5254691689008043,0.0,4.622183028415659e-05,3
014437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9571045576407506,0.0,1.243022222570225e-05,1
014438,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6353887399463807,0.0,3.469695888985392e-05,2
014440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03753351206434316,0.0058309037900874635,0.0006324242591446858,3
014441,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.004373177842565598,0.0006914433457753823,3
014443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28418230563002683,0.004373177842565598,0.0005772712652534793,3
014446,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0.004373177842565598,0.00131755461804166,0
014447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.09651474530831099,0.0058309037900874635,0.0004409058548915922,3
014448,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.04289544235924933,0.0014577259475218659,0.00013257272444656455,3
014449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.09651474530831099,0.004373177842565598,0.0010460227754459557,6
014450,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.9651474530831099,0.002915451895043732,0.00027270635178238496,2
014451,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0.3163538873994638,0.0014577259475218659,0.0005248832617392499,5
014452,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.053619302949061656,0.0014577259475218659,0.0004740857394153171,2
014453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0134048257372654,0.0,0.00020292093094045029,1
014456,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.021447721179624665,0.011661807580174927,0.004214334713340847,0
014457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6621983914209115,0.0,1.1867436573751165e-05,1
014459,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8257372654155496,0.0,0.0003107066177597779,2
014460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5844504021447722,0.002915451895043732,2.5594512693079823e-05,3
014461,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7882037533512064,0.002915451895043732,0.0016388318184815626,3
014462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.3485254691689008,0.014577259475218658,0.001693544371427764,6
014463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5201072386058981,0.002915451895043732,8.732965181797505e-05,3
014465,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1.3190348525469169,0.002915451895043732,0.000899233596052279,0
014466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15013404825737264,0.008746355685131194,0.0006679531620417717,3
014467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09115281501340483,0.004373177842565598,0.0006070744358654978,3
014470,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058981233243967826,0.0014577259475218659,0.0005087092914810035,3
014472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5522788203753352,0.01020408163265306,0.0019014324974702174,6
014473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3914209115281501,0.0014577259475218659,6.993223449026974e-05,3
014474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.24128686327077747,0.0,0.0004628055574349062,6
014475,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0.38069705093833783,0.002915451895043732,0.00032076335267072986,0
014476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3726541554959786,0.0,0.0001516584987301231,1
014477,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.10187667560321716,0.004373177842565598,4.587926510470811e-05,2
014479,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1.35656836461126,0.0014577259475218659,0.00017649447424013842,1
014480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053619302949061656,0.0,9.50618372969552e-05,3
014481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8793565683646113,0.0014577259475218659,0.0001459572353864447,1
014482,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.09115281501340483,0.00728862973760933,0.0008601566966537622,2
014483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5067024128686328,0.0,4.037375329214314e-05,1
014484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26273458445040215,0.0,7.137590203223122e-05,3
014485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2037533512064343,0.0,0.0003081373789139142,3
014487,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0.13941018766756033,0.00728862973760933,0.0008790956572889857,4
014488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35924932975871315,0.0,0.00023947752937588174,3
014489,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1.1045576407506703,0.0,0.00013002795454209007,0
014491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.932975871313673,0.0014577259475218659,0.00018853319340361382,1
014493,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.03217158176943699,0.0058309037900874635,0.000887684255716587,3
014494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13404825737265416,0.0,2.804140683199759e-05,3
014495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2680965147453083,0.0014577259475218659,2.9069102370343057e-05,3
014496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6675603217158177,0.0014577259475218659,0.00026245386534031953,1
014497,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.6514745308310992,0.0,0.0003173866387590234,1
014498,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0.225201072386059,0.0058309037900874635,0.001325531492934532,6
014499,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0.13404825737265416,0.002915451895043732,0.0009300155243198644,6
014500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46648793565683644,0.002915451895043732,0.00010602392303930678,3
014501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9812332439678284,0.0014577259475218659,5.2803975517845386e-05,1
014502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.10187667560321716,0.014577259475218658,0.0036319494393370288,6
014503,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0.010723860589812333,0.00728862973760933,0.0010695129591795662,2
014504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24664879356568364,0.004373177842565598,0.0009114191288640893,3
014505,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0.08579088471849866,0.01020408163265306,0.005646306101318301,0
014506,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.08579088471849866,0.0058309037900874635,0.0026016357242629254,4
014507,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12332439678284182,0.00728862973760933,0.0007447611690624004,3
014508,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0.11260053619302948,0.0014577259475218659,0.0004782943973342557,2
014511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053619302949061656,0.0058309037900874635,0.00041584965890907426,3
014512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002680965147453,0.0014577259475218659,0.0002591260893113914,1
014513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5361930294906166,0.002915451895043732,7.120461944250698e-05,3
014514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32171581769436997,0.002915451895043732,0.0005759010045356854,3
014515,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09115281501340483,0.00728862973760933,0.0006910273737717662,2
014517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17158176943699732,0.0014577259475218659,0.00023448586533248946,3
014518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3378016085790885,0.0,0.00010526538585624226,3
014520,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005361930294906166,0.0014577259475218659,3.097767979869891e-05,2
014522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12332439678284182,0.004373177842565598,0.00010489835173540461,3
014523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5737265415549598,0.0,7.945065269065984e-05,3
014524,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0.16621983914209115,0.011661807580174927,0.0020076521720406373,5
014525,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0.10187667560321716,0.011661807580174927,0.002306050912281659,2
014527,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.010723860589812333,0.07871720116618076,0.012742274635238431,2
014528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.19302949061662197,0.0,8.652217675213219e-05,6
014529,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.3163538873994638,0.002915451895043732,0.0011026683747619019,4
014530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.13404825737265416,0.00728862973760933,0.0021963811169753646,6
014532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.260053619302949,0.004373177842565598,0.0008802212285928879,1
014533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128686327077748,0.008746355685131194,0.00021691716541505994,3
014534,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0.010723860589812333,0.02478134110787172,0.004207654692341601,2
014535,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0.3163538873994638,0.002915451895043732,0.002028230551748936,4
014536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.388739946380697,0.0,0.00022420890994903484,1
014537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30563002680965146,0.0,7.208550133251738e-05,3
014538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34316353887399464,0.0014577259475218659,0.00015388517239653827,3
014539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08042895442359249,0.0014577259475218659,0.00016237589505858292,3
014540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482573726541555,0.002915451895043732,0.0007178208645929157,3
014541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3109919571045576,0.01020408163265306,0.0006688340439317821,3
014542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9919571045576407,0.0,6.577251445410954e-05,1
014543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15013404825737264,0.021865889212827987,0.0010808176101013663,3
014544,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.12332439678284182,0.0014577259475218659,0.0006737523011510068,6
014546,0,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0.021447721179624665,0.0058309037900874635,0.002615240455675308,4
014547,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160857908847185,0.01020408163265306,0.0025732272833100898,2
014548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8042895442359249,0.0014577259475218659,2.4542348213345185e-05,1
014549,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.6621983914209115,0.0,0.00043978028358769003,2
014550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053619302949061656,0.0014577259475218659,0.00025614087846191174,3
014551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09115281501340483,0.0014577259475218659,0.00011463699040829732,3
014552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8096514745308311,0.0,0.00026570823454508016,6
014553,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0.09651474530831099,0.0058309037900874635,0.0010291636748288122,4
014554,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482573726541555,0.004373177842565598,0.0014566605498391352,2
014555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3002680965147453,0.0014577259475218659,0.0001543011444001543,3
014557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.450402144772118,0.0,6.183301489045194e-05,6
014560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03217158176943699,0.030612244897959183,0.0008881002277202031,3
014561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40214477211796246,0.002915451895043732,0.00033483299396950704,3
014562,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0.0160857908847185,0.02478134110787172,0.00362030222323578,0
014565,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5093833780160858,0.004373177842565598,0.001215176567269341,2
014567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3002680965147453,0.0014577259475218659,0.00029930409107242105,3
014569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.00011468592829107567,3
014570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5013404825737267,0.0014577259475218659,0.0002388658058411523,1
014572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.010723860589812333,0.008746355685131194,0.001973566936685513,6
014573,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0.9597855227882037,0.011661807580174927,0.002548733872979523,5
